CDMercadoria;CDNCMSH2;Tipo Conteiner;Grupo de Mercadoria;Mercadoria;Nomenclatura Simplificada Mercadoria
7415;74;7415;Cobre e suas obras;"Pontas, pregos, percevejos, escápulas e artefactos semelhantes, de cobre ou de ferro ou aço com cabeça de cobre; parafusos, pinos ou pernos, roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, anilhas (arruelas) incluíd";Cobre e Suas Obras
7416;74;7416;Cobre e suas obras;Molas de cobre;Cobre e Suas Obras
7417;74;7417;Cobre e suas obras;Aparelhos para cozinhar/aquecer, de cobre, n/eletr.doméstico;Cobre e Suas Obras
7418;74;7418;Cobre e suas obras;"Artefactos de uso doméstico, de higiene ou de toucador, e suas partes, de cobre; esponjas, esfregões, luvas e artefactos semelhantes, para limpeza, polimento ou usos semelhantes, de cobre";Cobre e Suas Obras
7419;74;7419;Cobre e suas obras;Outras obras de cobre;Cobre e Suas Obras
7501;75;7501;Níquel e suas obras;Mates de níquel, sinters de óxidos de níquel e outros produtos intermediários da metalurgia do níquel;Níquel e Suas Obras
7502;75;7502;Níquel e suas obras;Níquel em formas brutas;Níquel e Suas Obras
7503;75;7503;Níquel e suas obras;Desperdícios e resíduos, de níquel;Níquel e Suas Obras
7504;75;7504;Níquel e suas obras;Pós e escamas, de níquel;Níquel e Suas Obras
7505;75;7505;Níquel e suas obras;Barras, perfis e fios, de níquel;Níquel e Suas Obras
7506;75;7506;Níquel e suas obras;Chapas, tiras e folhas, de níquel;Níquel e Suas Obras
7507;75;7507;Níquel e suas obras;Tubos e seus acessórios [por exemplo: uniões, cotovelos, mangas (luvas)], de níquel;Níquel e Suas Obras
7508;75;7508;Níquel e suas obras;Outras obras de níquel;Níquel e Suas Obras
7601;76;7601;Alumínio e suas obras;Alumínio em formas brutas;Alumínio e Suas Obras
7602;76;7602;Alumínio e suas obras;Desperdícios e resíduos, de alumínio;Alumínio e Suas Obras
7603;76;7603;Alumínio e suas obras;Pó e escamas, de alumínio;Alumínio e Suas Obras
7604;76;7604;Alumínio e suas obras;Barras e perfis, de alumínio;Alumínio e Suas Obras
7605;76;7605;Alumínio e suas obras;Fios de alumínio;Alumínio e Suas Obras
7606;76;7606;Alumínio e suas obras;Chapas e tiras, de alumínio, de espessura superior a 0,2 mm;Alumínio e Suas Obras
7607;76;7607;Alumínio e suas obras;Folhas e tiras, delgadas, de alumínio (mesmo impressas ou com suporte de papel, cartão, plástico ou semelhantes), de espessura não superior a 0,2 mm (excluído o suporte);Alumínio e Suas Obras
7608;76;7608;Alumínio e suas obras;Tubos de alumínio;Alumínio e Suas Obras
7609;76;7609;Alumínio e suas obras;Acessórios para tubos (por exemplo, uniões, cotovelos, luvas), de alumínio;Alumínio e Suas Obras
7610;76;7610;Alumínio e suas obras;Construções e suas partes (por exemplo: pontes e elementos de pontes, torres, pórticos ou pilonos, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as constr;Alumínio e Suas Obras
7611;76;7611;Alumínio e suas obras;Reservatórios, tonéis, cubas e recipientes semelhantes para quaisquer matérias (exceto gases comprimidos ou liquefeitos), de alumínio, de capacidade superior a 300 l, sem dispositivos mecânicos ou térmicos, mesmo com revestimento interior ou calorífugo.;Alumínio e Suas Obras
7612;76;7612;Alumínio e suas obras;Reservatórios, barris, tambores, latas, caixas e recipientes semelhantes (incluídos os recipientes tubulares, rígidos ou flexíveis) para quaisquer matérias (exceto gases comprimidos ou liquefeitos), de alumínio, de capacidade não superior a 300 litros, s;Alumínio e Suas Obras
7613;76;7613;Alumínio e suas obras;Recipientes p/gases comprimidos/liquefeitos, de alumínio;Alumínio e Suas Obras
7614;76;7614;Alumínio e suas obras;Cordas, cabos, entrançados e semelhantes, de alumínio, não isolados para usos elétricos;Alumínio e Suas Obras
7615;76;7615;Alumínio e suas obras;"Artefactos de uso doméstico, de higiene ou de toucador, e suas partes, de alumínio; esponjas, esfregões, luvas e artefactos semelhantes, para limpeza, polimento e usos semelhantes, de alumínio";Alumínio e Suas Obras
7616;76;7616;Alumínio e suas obras;Outras obras de alumínio;Alumínio e Suas Obras
7801;78;7801;Chumbo e suas obras;Chumbo em formas brutas;Chumbo e Suas Obras
7802;78;7802;Chumbo e suas obras;Desperdícios e resíduos, de chumbo;Chumbo e Suas Obras
7803;78;7803;Chumbo e suas obras;Barras, perfis e fios, de chumbo;Chumbo e Suas Obras
7804;78;7804;Chumbo e suas obras;"Chapas, folhas e tiras, de chumbo; pó e escamas, de chumbo";Chumbo e Suas Obras
7805;78;7805;Chumbo e suas obras;Tubos e seus acessórios, de chumbo;Chumbo e Suas Obras
7806;78;7806;Chumbo e suas obras;Outras obras de chumbo;Chumbo e Suas Obras
7901;79;7901;Zinco e suas obras;Zinco em formas brutas;Zinco e Suas Obras
7902;79;7902;Zinco e suas obras;Desperdícios e resíduos, de zinco;Zinco e Suas Obras
7903;79;7903;Zinco e suas obras;Poeiras, pó e escamas, de zinco;Zinco e Suas Obras
7904;79;7904;Zinco e suas obras;Barras, perfis e fios, de zinco;Zinco e Suas Obras
7905;79;7905;Zinco e suas obras;Chapas, folhas e tiras, de zinco;Zinco e Suas Obras
7906;79;7906;Zinco e suas obras;Tubos e seus acessórios, de zinco;Zinco e Suas Obras
7907;79;7907;Zinco e suas obras;Outras obras de zinco;Zinco e Suas Obras
8001;80;8001;Estanho e suas obras;Estanho em formas brutas;Estanho e Suas Obras
8002;80;8002;Estanho e suas obras;Desperdícios e resíduos, de estanho;Estanho e Suas Obras
8003;80;8003;Estanho e suas obras;Barras, perfis e fios, de estanho;Estanho e Suas Obras
8004;80;8004;Estanho e suas obras;Chapas, folhas e tiras, de estanho, espessura>0.2mm;Estanho e Suas Obras
8005;80;8005;Estanho e suas obras;Folha delgada de estanho;Estanho e Suas Obras
8006;80;8006;Estanho e suas obras;Tubos e seus acessórios, de estanho;Estanho e Suas Obras
8007;80;8007;Estanho e suas obras;Outras obras de estanho;Estanho e Suas Obras
8101;81;8101;"Outros metais comuns; ceramais (cermets); obras dessas matérias";Tungsténio (volfrâmio) e suas obras, incluídos os desperdícios, resíduos e sucata;Metais Diversos
8102;81;8102;"Outros metais comuns; ceramais (cermets); obras dessas matérias";Molibdénio e suas obras, incluídos os desperdícios, resíduos e sucata;Metais Diversos
8103;81;8103;"Outros metais comuns; ceramais (cermets); obras dessas matérias";Tântalo e suas obras, incluídos os desperdícios, resíduos e sucata;Metais Diversos
8104;81;8104;"Outros metais comuns; ceramais (cermets); obras dessas matérias";Magnésio e suas obras, incluídos os desperdícios, resíduos e sucata;Metais Diversos
8105;81;8105;"Outros metais comuns; ceramais (cermets); obras dessas matérias";"Mates de cobalto e outros produtos intermediários da metalurgia do cobalto; cobalto e suas obras, incluídos os desperdícios, resíduos e sucata";Metais Diversos
8106;81;8106;"Outros metais comuns; ceramais (cermets); obras dessas matérias";Bismuto e suas obras, incluídos os desperdícios e resíduos;Metais Diversos
8107;81;8107;"Outros metais comuns; ceramais (cermets); obras dessas matérias";Cádmio e suas obras, incluídos os desperdícios, resíduos e sucata;Metais Diversos
8108;81;8108;"Outros metais comuns; ceramais (cermets); obras dessas matérias";Titânio e suas obras, incluídos os desperdícios, resíduos e sucata;Metais Diversos
8109;81;8109;"Outros metais comuns; ceramais (cermets); obras dessas matérias";Zircónio e suas obras, incluídos os desperdícios, resíduos e sucata;Metais Diversos
8110;81;8110;"Outros metais comuns; ceramais (cermets); obras dessas matérias";Antimónio e suas obras, incluídos os desperdícios, resíduos e sucata;Metais Diversos
8111;81;8111;"Outros metais comuns; ceramais (cermets); obras dessas matérias";Manganês e suas obras, incluídos os desperdícios e resíduos;Metais Diversos
8112;81;8112;"Outros metais comuns; ceramais (cermets); obras dessas matérias";Berílio, crómio, germânio, vanádio, gálio, háfnio (céltio), índio, nióbio (colômbio), rénio e tálio, e suas obras, incluídos os desperdícios, resíduos e sucata;Metais Diversos
8113;81;8113;"Outros metais comuns; ceramais (cermets); obras dessas matérias";Ceramais (cermets) e suas obras, incluídos os desperdícios e resíduos;Metais Diversos
8201;82;8201;Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns;"Pás, alviões, picaretas, enxadas, sachos, forcados, forquilhas, ancinhos e rapadeiras; machados, podões e ferramentas semelhantes de gume; tesouras de podar de todos os tipos; foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cunhas";Obras Diversas de Metais Comuns
8202;82;8202;Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns;"Serras manuais; folhas de serras de todos os tipos (incluídas as fresas-serras e as folhas não dentadas para serrar)";Obras Diversas de Metais Comuns
8203;82;8203;Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns;Limas, grosas, alicates (mesmo cortantes), tenazes, pinças, cisalhas para metais, corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes, manuais;Obras Diversas de Metais Comuns
8204;82;8204;Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns;"Chaves de porcas, manuais (incluídas as chaves dinamométricas); chaves de caixa intercambiáveis, mesmo com cabos";Obras Diversas de Metais Comuns
8205;82;8205;Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns;"Ferramentas manuais (incluídos os corta-vidros) não especificadas nem compreendidas em outras posições; lâmpadas ou lamparinas de soldar (maçaricos) e semelhantes; tornos de apertar, sargentos e semelhantes, exceto os acessórios ou partes de máquinas-fer";Obras Diversas de Metais Comuns
8206;82;8206;Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns;Sortido de serras, limas, etc.uso manual, de metais comuns;Obras Diversas de Metais Comuns
8207;82;8207;Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns;Ferramentas intercambiáveis para ferramentas manuais, mesmo mecânicas, ou para máquinas-ferramentas (por exemplo: de embutir, estampar, puncionar, roscar (interior ou exteriormente), furar, escarear, mandrilar, fresar, tornear, aparafusar), incluídas as f;Obras Diversas de Metais Comuns
8208;82;8208;Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns;Facas e lâminas cortantes, para máquinas ou para aparelhos mecânicos;Obras Diversas de Metais Comuns
8209;82;8209;Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns;Plaquetas, varetas, pontas e objetos semelhantes para ferramentas, não montados, de ceramais (cermets);Obras Diversas de Metais Comuns
8210;82;8210;Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns;Aparelhos mecânicos de acionamento manual, pesando <= 10 kg, utilizados para preparar, acondicionar ou servir alimentos ou bebidas;Obras Diversas de Metais Comuns
8211;82;8211;Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns;Facas (exceto da posição 8208) de lâmina cortante ou serrilhada, incluídas as podadeiras de lâmina móvel, e suas lâminas;Obras Diversas de Metais Comuns
8212;82;8212;Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns;Navalhas e aparelhos de barbear e suas lâminas (incluídos os esboços em tiras);Obras Diversas de Metais Comuns
8213;82;8213;Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns;Tesouras e suas lâminas, de metais comuns;Obras Diversas de Metais Comuns
8214;82;8214;Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns;"Outros artigos de cutelaria (por exemplo: máquinas de cortar o cabelo ou tosquiar, fendeleiras, cutelos, incluídos os de açougue e de cozinha, e corta-papéis); utensílios e sortidos de utensílios, de manicuros ou de pedicuros (incluídas as limas para unha";Obras Diversas de Metais Comuns
8215;82;8215;Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns;Colheres, garfos, conchas, escumadeiras, pás para tortas, facas especiais para peixe ou para manteiga, pinças para açúcar e artefactos semelhantes;Obras Diversas de Metais Comuns
8301;83;8301;Obras diversas de metais comuns;"Cadeados, fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns; fechos e armações com fecho, com fechadura, de metais comuns; chaves para estes artigos, de metais comuns";Obras Diversas de Metais Comuns
8302;83;8302;Obras diversas de metais comuns;"Guarnições, ferragens e artigos semelhantes, de metais comuns, para móveis, portas, escadas, janelas, persianas, carroçarias, artigos de seleiro, malas, cofres, caixas de segurança e outras obras semelhantes; pateras, porta-chapéus, cabides e artigos seme";Obras Diversas de Metais Comuns
8303;83;8303;Obras diversas de metais comuns;Cofres-fortes, portas blindadas e compartimentos para casas-fortes, cofres e caixas de segurança e artefatos semelhantes, de metais comuns;Obras Diversas de Metais Comuns
8304;83;8304;Obras diversas de metais comuns;Classificadores, fichários, caixas de classificação, porta-cópias, porta-canetas, porta-carimbos e artefatos semelhantes, de escritório, de metais comuns, excluindo os móveis de escritório da posição 94.03;Obras Diversas de Metais Comuns
8305;83;8305;Obras diversas de metais comuns;"Ferragens para encadernação de folhas móveis ou para classificadores, molas para papéis, cantos para cartas, clipes, indicadores para fichas ou cavaleiros e objectos semelhantes de escritório, de metais comuns; grampos apresentados em barretas (por exempl";Obras Diversas de Metais Comuns
8306;83;8306;Obras diversas de metais comuns;"Sinos, campainhas, gongos e artefactos semelhantes, não elétricos, de metais comuns; estatuetas e outros objectos de ornamentação, de metais comuns; molduras para fotografias, gravuras ou semelhantes, de metais comuns; espelhos de metais comuns";Obras Diversas de Metais Comuns
8307;83;8307;Obras diversas de metais comuns;Tubos flexíveis de metais comuns, mesmo com acessórios;Obras Diversas de Metais Comuns
8308;83;8308;Obras diversas de metais comuns;"Fechos, armações com fecho, fivelas, fivelas-fecho, grampos, colchetes, ilhoses e artefactos semelhantes, de metais comuns, para vestuário, calçado, toldos, bolsas, artigos de viagem e para quaisquer outras confecções ou equipamentos; rebites tubulares ou";Obras Diversas de Metais Comuns
8309;83;8309;Obras diversas de metais comuns;Rolhas (incluídas as cápsulas de coroa, rolhas de parafuso e vertedoras), tampas, cápsulas para garrafas, batoques ou tampões roscados, protectores de batoques ou tampões, selos de garantia e outros acessórios para embalagem, de metais comuns;Obras Diversas de Metais Comuns
8310;83;8310;Obras diversas de metais comuns;Placas indicadoras, placas sinalizadoras, placas-endereços e placas semelhantes, números, letras e sinais diversos, de metais comuns, exceto os da posição 94.05.;Obras Diversas de Metais Comuns
