CDMercadoria;CDNCMSH2;Tipo Conteiner;Grupo de Mercadoria;Mercadoria;Nomenclatura Simplificada Mercadoria
8433;84;8433;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Máquinas e aparelhos para colheita ou debulha de produtos agrícolas, incluídas as enfardadeiras de palha ou forragem; cortadores de relva e ceifeiras; máquinas para limpar e seleccionar ovos, frutas ou outros produtos agrícolas, exceto as da posição 8437";Reatores, Caldeiras e Máquinas
8434;84;8434;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas de ordenhar e máquinas e aparelhos, para a indústria de lacticínios;Reatores, Caldeiras e Máquinas
8435;84;8435;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Prensas, esmagadores e máquinas e aparelhos semelhantes, para fabricação de vinho, sidra, sumos de frutas ou bebidas semelhantes;Reatores, Caldeiras e Máquinas
8436;84;8436;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Outras máquinas e aparelhos para agricultura, horticultura, silvicultura, avicultura ou apicultura, incluídos os germinadores equipados com dispositivos mecânicos ou térmicos e as chocadeiras e criadeiras para avicultura;Reatores, Caldeiras e Máquinas
8437;84;8437;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Máquinas para limpeza, selecção ou peneiração de grãos ou de produtos hortícolas secos; máquinas e aparelhos para a indústria de moagem ou tratamento de cereais ou de produtos hortícolas secos, exceto dos tipos utilizados em fazendas";Reatores, Caldeiras e Máquinas
8438;84;8438;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas e aparelhos não especificados nem compreendidos em outras posições do presente capítulo, para preparação ou fabricação industrial de alimentos ou de bebidas, exceto as máquinas e aparelhos para extracção ou preparação de óleos ou gorduras vegeta;Reatores, Caldeiras e Máquinas
8439;84;8439;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas e aparelhos, para fabricação de pasta de matérias fibrosas celulósicas ou para fabricação ou acabamento de papel ou cartão;Reatores, Caldeiras e Máquinas
8440;84;8440;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas e aparelhos, para brochura ou encadernação, incluídas as máquinas para costurar cadernos;Reatores, Caldeiras e Máquinas
8441;84;8441;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Outras máquinas e aparelhos, para o trabalho da pasta de papel, do papel ou do cartão, incluídas as cortadeiras de todos os tipos;Reatores, Caldeiras e Máquinas
8442;84;8442;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Máquinas, aparelhos e material (exceto as máquinas-ferramentas das posições 8456 a 8465), para fundir ou compor caracteres tipográficos ou para preparação ou fabricação de clichés, blocos, cilindros ou outros elementos de impressão; caracteres tipográfic";Reatores, Caldeiras e Máquinas
8443;84;8443;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Máquinas e aparelhos para impressão por meio de caracteres tipográficos, clichés, blocos, cilindros e outros elementos de impressão da posição 8442; máquinas de impressão de jacto de tinta, exceto as da posição 8471; máquinas auxiliares para impressão";Reatores, Caldeiras e Máquinas
8444;84;8444;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas para extrudar, estirar, texturizar ou cortar matérias têxteis sintéticas ou artificiais;Reatores, Caldeiras e Máquinas
8445;84;8445;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluídas as bobinadeiras de trama) ou de dobar matérias têxteis";Reatores, Caldeiras e Máquinas
8446;84;8446;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Teares para tecidos;Reatores, Caldeiras e Máquinas
8447;84;8447;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Teares para fabricar malhas, máquinas de costura por entrelaçamento (couture-tricotage), máquinas para fabricar guipuras, tules, rendas, bordados, passamanarias, galões ou redes, e máquinas para inserir tufos;Reatores, Caldeiras e Máquinas
8448;84;8448;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Máquinas e aparelhos auxiliares para as máquinas das posições 8444, 8445, 8446 ou 8447 (por exemplo: maquinetas, mecanismos Jacquard, quebra-urdiduras e quebra-tramas, mecanismos troca-lançadeiras); partes e acessórios reconhecíveis como exclusiva ou prin";Reatores, Caldeiras e Máquinas
8449;84;8449;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Máquinas e aparelhos para fabricação ou acabamento de feltro ou de falsos tecidos, inclusive chapéus de feltro; formas para chapéus e artefatos de uso semelhantes";Reatores, Caldeiras e Máquinas
8450;84;8450;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas de lavar roupa, mesmo com dispositivo de secagem;Reatores, Caldeiras e Máquinas
8451;84;8451;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas e aparelhos (exceto as máquinas da posição 8450), para lavar, limpar, espremer, secar, passar, prensar (incluídas as prensas fixadoras), branquear, tingir, para apresto e acabamento, para revestir ou impregnar fios, tecidos ou obras de matérias;Reatores, Caldeiras e Máquinas
8452;84;8452;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Máquinas de costura, exceto para costurar cadernos, da posição 8440; móveis, bases e tampas, próprios para máquinas de costura; agulhas para máquinas de costura";Reatores, Caldeiras e Máquinas
8453;84;8453;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas e aparelhos, para preparar, curtir ou trabalhar couros ou peles, ou para fabricar ou consertar calçado e outras obras de couro ou de pele, exceto máquinas de costura;Reatores, Caldeiras e Máquinas
8454;84;8454;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Conversores, cadinhos ou colheres de fundição, lingoteiras e máquinas de vazar (moldar), para metalurgia, aciaria ou fundição;Reatores, Caldeiras e Máquinas
8455;84;8455;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Laminadores de metais e seus cilindros;Reatores, Caldeiras e Máquinas
8456;84;8456;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas-ferramentas para trabalhar quaisquer matérias por desbaste, operando por laser ou por outro feixe de luz ou de fotões, por ultra-som, electro-erosão, processos electroquímicos, por feixes de electrões, feixes iónicos ou por jacto de plasma;Reatores, Caldeiras e Máquinas
8457;84;8457;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Centros de maquinagem, máquinas de sistema monostático (single station) e máquinas de estações múltiplas, para trabalhar metais;Reatores, Caldeiras e Máquinas
8458;84;8458;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Tornos (incluídos os centros de torneamento), para metais;Reatores, Caldeiras e Máquinas
8459;84;8459;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas-ferramentas (incluídas as unidades com cabeça deslizante) para furar, escarear, fresar ou roscar, interior ou exteriormente, metais, por eliminação de matéria, exceto os tornos (incluídos os centros de torneamento) da posição 8458;Reatores, Caldeiras e Máquinas
8460;84;8460;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas-ferramentas para rebarbar, afiar, amolar, rectificar, brunir ou polir ou realizar outras operações de acabamento em metais ou ceramais (cermets) por meio de mós, de abrasivos ou de produtos polidores, exceto as máquinas de cortar ou acabar engre;Reatores, Caldeiras e Máquinas
8461;84;8461;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas-ferramentas para aplainar, plainas-limadoras, máquinas-ferramentas para escatelar, mandrilar, cortar ou acabar engrenagens, serrar, seccionar e outras máquinas-ferramentas que operem por eliminação de metal ou de ceramais (cermets), não especific;Reatores, Caldeiras e Máquinas
8462;84;8462;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Máquinas-ferramentas (incluídas as prensas) para forjar ou estampar, martelos, martelos-pilões e martinetes, para trabalhar metais; máquinas- -ferramentas (incluídas as prensas) para enrolar, arquear, dobrar, endireitar, aplanar, cisalhar, puncionar ou ch";Reatores, Caldeiras e Máquinas
8463;84;8463;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Outras máquinas-ferramentas para trabalhar metais ou ceramais (cermets), operando sem eliminação de matéria;Reatores, Caldeiras e Máquinas
8464;84;8464;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas-ferramentas para trabalhar pedra, produtos cerâmicos, betão (concreto), fibrocimento ou matérias minerais semelhantes, ou para o trabalho a frio do vidro;Reatores, Caldeiras e Máquinas
8465;84;8465;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas-ferramentas (incluídas as máquinas para pregar, grampear, colar ou reunir por qualquer outro modo) para trabalhar madeira, cortiça, osso, borracha endurecida, plásticos duros ou matérias duras semelhantes;Reatores, Caldeiras e Máquinas
8466;84;8466;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Partes e acessórios reconhecíveis como exclusiva ou principalmente destinados às máquinas das posições 8456 a 8465, incluídos os porta-peças e porta-ferramentas, as fieiras de abertura automática, os dispositivos divisores e outros dispositivos especiais,;Reatores, Caldeiras e Máquinas
8467;84;8467;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Ferramentas pneumáticas, hidráulicas ou de motor (eléctrico ou não eléctrico) incorporado, de uso manual;Reatores, Caldeiras e Máquinas
8468;84;8468;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Máquinas e aparelhos para soldar, mesmo de corte, exceto os da posição 8515; máquinas e aparelhos a gás para têmpera superficial";Reatores, Caldeiras e Máquinas
8469;84;8469;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Máquinas de escrever exceto as impressoras da posição 8471; máquinas de tratamento de textos";Reatores, Caldeiras e Máquinas
8470;84;8470;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Máquinas de calcular e máquinas de bolso que permitem gravar, reproduzir e visualizar informações, com função de cálculo incorporada; máquinas de contabilidade, máquinas de franquear, de emitir bilhetes e máquinas semelhantes, com dispositivo de cálculo i";Reatores, Caldeiras e Máquinas
8471;84;8471;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas em outras posiç";Reatores, Caldeiras e Máquinas
8472;84;8472;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Outras máquinas e aparelhos de escritório [por exemplo: duplicadores hectográficos ou a stencil, máquinas para imprimir endereços, distribuidores automáticos de papel-moeda, máquinas para seleccionar, contar ou empacotar moedas, afiadores (apontadores) me;Reatores, Caldeiras e Máquinas
8473;84;8473;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Partes e acessórios (exceto estojos, capas e semelhantes), reconhecíveis como exclusiva ou principalmente destinados às máquinas e aparelhos das posições 8469 a 8472;Reatores, Caldeiras e Máquinas
8474;84;8474;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Máquinas e aparelhos, para seleccionar, peneirar, separar, lavar, esmagar, moer, misturar ou amassar terras, pedras, minérios ou outras substâncias minerais sólidas (incluídos os pós e pastas); máquinas para aglomerar ou moldar combustíveis minerais sólid";Reatores, Caldeiras e Máquinas
8475;84;8475;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Máquinas para montagem de lâmpadas, tubos ou válvulas, elétricos ou electrónicos, ou de lâmpadas de luz-relâmpago (flash), que tenham invólucro de vidro; máquinas para fabricação ou trabalho a quente do vidro ou das suas obras";Reatores, Caldeiras e Máquinas
8476;84;8476;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas automáticas de venda de produtos (por exemplo: selos, cigarros, alimentos ou bebidas), incluídas as máquinas de trocar dinheiro;Reatores, Caldeiras e Máquinas
8477;84;8477;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas e aparelhos, para trabalhar borracha ou plástico ou para fabricação de produtos dessas matérias, não especificados nem compreendidos em outras posições deste capítulo;Reatores, Caldeiras e Máquinas
8478;84;8478;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas e aparelhos, para preparar ou transformar tabaco, não especificados nem compreendidos em outras posições deste capítulo;Reatores, Caldeiras e Máquinas
8479;84;8479;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Máquinas e aparelhos, mecânicos, com função própria, não especificados nem compreendidos em outras posições deste capítulo;Reatores, Caldeiras e Máquinas
8480;84;8480;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Caixas de fundição; placas de fundo para moldes; modelos para moldes; moldes para metais (exceto lingoteiras), carbonetos metálicos, vidro, matérias minerais, borracha ou plástico";Reatores, Caldeiras e Máquinas
8481;84;8481;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes;Reatores, Caldeiras e Máquinas
8482;84;8482;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Rolamentos de esferas, de roletes ou de agulhas;Reatores, Caldeiras e Máquinas
8483;84;8483;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Veios (árvores) de transmissão [incluídas as árvores de cames (excênticos) e cambotas (virabrequins)] e manivelas; chumaceiras (mancais) e bronzes; engrenagens e rodas de fricção; eixos de esferas ou de roletes; redutores, multiplicadores, caixas de trans";Reatores, Caldeiras e Máquinas
8484;84;8484;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Juntas metaloplásticas; jogos ou sortidos de juntas de composições diferentes, apresentados em bolsas, envelopes ou embalagens semelhantes; juntas de vedação mecânicas";Reatores, Caldeiras e Máquinas
8485;84;8485;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Partes de máquinas ou de aparelhos, não especificadas nem compreendidas em outras posições do presente capítulo, não contendo conexões elétricas, partes isoladas electricamente, bobinas, contactos nem quaisquer outros elementos com características elétric;Reatores, Caldeiras e Máquinas
8486;84;8486;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;"Máquinas e aparelhos dos tipos utilizados exclusiva ou principalmente na fabricação de ""esferas"" (boules) ou de plaquetas (wafers), de dispositivos semicondutores, de circuitos integrados eletrônicos, etc";Reatores, Caldeiras e Máquinas
8487;84;8487;Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes;Partes de máquinas ou de aparelhos, não especificadas nem compreendidas noutras posições do presente Capítulo, que não contenham conexões elétricas, partes isoladas eletricamente, bobinas, contatos nem quaisquer outros elementos com características elétri;Reatores, Caldeiras e Máquinas
8501;85;8501;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Motores e geradores, elétricos, exceto os grupos electrogéneos;Máquinas, Aparelhos e Materiais Elétricos
8502;85;8502;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Grupos electrogéneos e conversores rotativos, elétricos;Máquinas, Aparelhos e Materiais Elétricos
8503;85;8503;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Partes reconhecíveis como destinadas às máquinas das posições 8501 ou 8502;Máquinas, Aparelhos e Materiais Elétricos
8504;85;8504;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Transformadores elétricos, conversores elétricos estáticos (rectificadores, por exemplo), bobinas de reactância e de auto-indução;Máquinas, Aparelhos e Materiais Elétricos
8505;85;8505;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";"Electroímanes; ímanes permanentes e artefactos destinados a tornarem-se ímanes permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou electromagnéticos, de fixação; acoplamentos, embraiagens, variadores de velocidade e fr";Máquinas, Aparelhos e Materiais Elétricos
8506;85;8506;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Pilhas e baterias de pilhas, elétricas;Máquinas, Aparelhos e Materiais Elétricos
8507;85;8507;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Acumuladores elétricos e seus separadores, mesmo de forma quadrada ou rectangular;Máquinas, Aparelhos e Materiais Elétricos
8508;85;8508;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Aspiradores;Máquinas, Aparelhos e Materiais Elétricos
8509;85;8509;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Aparelhos electromecânicos com motor eléctrico incorporado, de uso doméstico;Máquinas, Aparelhos e Materiais Elétricos
8510;85;8510;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Aparelhos ou máquinas de barbear e máquinas de cortar o cabelo ou de tosquiar e aparelhos ou máquinas de depilar, de motor eléctrico incorporado;Máquinas, Aparelhos e Materiais Elétricos
8511;85;8511;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";"Aparelhos e dispositivos elétricos de ignição ou de arranque para motores de ignição por faísca ou por compressão (por exemplo, magnetos, dínamos-magnetos, bobinas de ignição, velas de ignição ou de aquecimento, motores de arranque); geradores (dínamos e";Máquinas, Aparelhos e Materiais Elétricos
8512;85;8512;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 8539), limpadores de pára-brisas, degeladores e desembaciadores elétricos, dos tipos utilizados em ciclos e automóveis;Máquinas, Aparelhos e Materiais Elétricos
8513;85;8513;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Lanternas elétricas portáteis destinadas a funcionar por meio da sua própria fonte de energia (por exemplo: de pilhas, de acumuladores, de magnetos), excluídos os aparelhos de iluminação da posição 8512;Máquinas, Aparelhos e Materiais Elétricos
8514;85;8514;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";"Fornos elétricos industriais ou de laboratório, incluídos os que funcionam por indução ou por perdas dielétricas; outros aparelhos industriais ou de laboratório, para tratamento térmico de matérias por indução ou por perdas dielétricas";Máquinas, Aparelhos e Materiais Elétricos
8515;85;8515;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";"Máquinas e aparelhos para soldar (mesmo de corte) elétricos (incluídos os a gás aquecido electricamente), a laser ou outros feixes de luz ou de fotões, a ultra-som, a feixe de electrões, a impulsos magnéticos ou a jacto de plasma; máquinas e aparelhos el";Máquinas, Aparelhos e Materiais Elétricos
8516;85;8516;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";"Aquecedores elétricos de água, incluídos os de imersão; aparelhos elétricos para aquecimento de ambientes, do solo ou para usos semelhantes; aparelhos electrotérmicos para arranjos do cabelo (por exemplo: secadores de cabelo, frisadores, aquecedores de";Máquinas, Aparelhos e Materiais Elétricos
8517;85;8517;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";"Aparelhos elétricos para telefonia ou telegrafia por fios, incluídos os aparelhos telefónicos por fio combinados com auscultadores sem fio e os aparelhos de telecomunicação por corrente portadora ou de telecomunicação digital; videofones";Máquinas, Aparelhos e Materiais Elétricos
8518;85;8518;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";"Microfones e seus suportes; altifalantes, mesmo montados nos seus receptáculos; capacetes com auscultadores e auscultadores, mesmo combinados com um microfone, e conjuntos ou sortidos constituídos por um microfone e um ou vários altifalantes; amplificador";Máquinas, Aparelhos e Materiais Elétricos
8519;85;8519;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Gira-discos, electrofones, leitores de cassetes e outros aparelhos de reprodução de som, sem dispositivo de gravação de som;Máquinas, Aparelhos e Materiais Elétricos
8520;85;8520;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Gravadores de suportes magnéticos e outros aparelhos de gravação de som, mesmo com dispositivo de reprodução de som incorporado;Máquinas, Aparelhos e Materiais Elétricos
8521;85;8521;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Aparelhos videofónicos de gravação ou de reprodução, mesmo incorporando um receptor de sinais videofónicos;Máquinas, Aparelhos e Materiais Elétricos
8522;85;8522;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Partes e acessórios reconhecíveis como sendo exclusiva ou principalmente destinados aos aparelhos das posições 8519 a 8521;Máquinas, Aparelhos e Materiais Elétricos
8523;85;8523;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Suportes preparados para gravação de som ou para gravações semelhantes, não gravados, exceto os produtos do Capítulo 37;Máquinas, Aparelhos e Materiais Elétricos
8524;85;8524;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Discos, fitas e outros suportes para gravação de som ou para gravações semelhantes, gravados, incluídos os moldes e matrizes galvânicos para fabricação de discos, com exclusão dos produtos do Capítulo 37;Máquinas, Aparelhos e Materiais Elétricos
8525;85;8525;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";"Aparelhos emissores (transmissores) para radiotelefonia, radiotelegrafia, radiodifusão ou televisão, mesmo incorporando um aparelho de recepção ou um aparelho de gravação ou de reprodução de som; câmaras de televisão; câmaras de video de imagens fixas e o";Máquinas, Aparelhos e Materiais Elétricos
8526;85;8526;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Aparelhos de radiodetecção e de radiossondagem (radar), aparelhos de radionavegação e aparelhos de radiotelecomando;Máquinas, Aparelhos e Materiais Elétricos
8527;85;8527;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Aparelhos receptores para radiotelefonia, radiotelegrafia ou radiodifusão, mesmo combinados, num mesmo gabinete ou invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio;Máquinas, Aparelhos e Materiais Elétricos
8528;85;8528;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";"Aparelhos receptores de televisão, mesmo incorporando um aparelho receptor de radiodifusão ou um aparelho de gravação ou de reprodução de som ou de imagens; monitores e projectores de video";Máquinas, Aparelhos e Materiais Elétricos
8529;85;8529;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8525 a 8528;Máquinas, Aparelhos e Materiais Elétricos
8530;85;8530;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Aparelhos elétricos de sinalização (excluídos os de transmissão de mensagens), de segurança, de contrôle ou de comando, para vias férreas ou semelhantes, vias terrestres ou fluviais, para áreas ou parques de estacionamento, instalações portuárias ou para;Máquinas, Aparelhos e Materiais Elétricos
8531;85;8531;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Aparelhos elétricos de sinalização acústica ou visual (por exemplo: campainhas, sirenes, quadros indicadores, aparelhos de alarme para protecção contra roubo ou incêndio), exceto os das posições 8512 ou 8530;Máquinas, Aparelhos e Materiais Elétricos
8532;85;8532;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Condensadores elétricos, fixos, variáveis ou ajustáveis;Máquinas, Aparelhos e Materiais Elétricos
8533;85;8533;"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios";Resistências elétricas (incluídos os reóstatos e os potenciómetros), exceto de aquecimento;Máquinas, Aparelhos e Materiais Elétricos
